date,station,temperature,rainfall,pressure,windspeed,wind_beaufort
1987-06-18,Jacksonville,27.862499999999997,0.3,1019.4375,3.25,Light
1987-06-19,Jacksonville,28.0125,0,1019.1750000000001,3.75,Light
1987-06-20,Jacksonville,28.5625,0,1017.25,5.625,Light
1987-06-21,Jacksonville,25.971428571428568,25,1016.1249999999999,2.125,Light
1987-06-22,Jacksonville,26.400000000000002,19,1015.5749999999998,4,Light
1987-06-23,Jacksonville,26.514285714285716,0.3,1014.9,4.142857142857143,Light
1987-06-24,Jacksonville,27.25,14,1014.3125,5.5,Light
1987-06-25,Jacksonville,28.15,0,1012.975,5.125,Light
1987-06-26,Jacksonville,28.025,2,1012.35,7,Light
1987-06-27,Jacksonville,27.599999999999998,5,1011.0124999999999,6.625,Light
1987-06-28,Jacksonville,26.674999999999997,0,1014.3375,3.875,Light
1987-06-29,Jacksonville,26.942857142857143,0,1018.3142857142858,4.714285714285714,Light
1987-06-30,Jacksonville,26.875,0,1019.7625,4.625,Light
1987-07-01,Jacksonville,25.599999999999998,0,1019.4399999999999,2,Light
1987-07-02,Jacksonville,29.433333333333334,0,1017.4333333333333,7.833333333333333,Light
1987-07-03,Jacksonville,27.714285714285715,0,1017.9428571428572,5.714285714285714,Light
1987-07-04,Jacksonville,26.399999999999995,7,1018.6624999999999,4.625,Light
1987-07-05,Jacksonville,27.025,12,1019.2625,4,Light
1987-07-06,Jacksonville,27.437499999999996,0.8,1020.4875000000001,3.5,Light
1987-07-07,Jacksonville,27.200000000000003,0,1020.0166666666668,2.1666666666666665,Light
1987-07-08,Jacksonville,27.237500000000004,3,1019.3000000000001,3.875,Light
1987-07-09,Jacksonville,28.3625,0,1019.5625,3.5,Light
1987-07-10,Jacksonville,27.328571428571426,2,1019.0571428571429,2.857142857142857,Light
1987-07-11,Jacksonville,28.55,0,1016.7749999999999,3,Light
1987-07-12,Jacksonville,30.487499999999997,0,1014.875,4,Light
1987-07-13,Jacksonville,30.357142857142858,0,1013.5,4.714285714285714,Light
1987-07-14,Jacksonville,29.462500000000002,0,1012.8874999999998,4.875,Light
1987-07-15,Jacksonville,26.7625,13,1014.175,5.75,Light
1987-07-16,Jacksonville,27.799999999999997,4,1016.0125,5.875,Light
1987-07-17,Jacksonville,25.799999999999997,0,1019.5999999999999,6.125,Light
1987-07-18,Jacksonville,26.675,0.3,1020.7,10.5,Light
1987-07-19,Jacksonville,24.249999999999996,8,1020.375,6.875,Light
1987-07-20,Jacksonville,25.0125,2,1021.0875,5.625,Light
1987-07-21,Jacksonville,26.6875,4.3,1022.15,4.75,Light
1987-07-22,Jacksonville,25.53333333333333,0,1021.1833333333333,3,Light
1987-07-23,Jacksonville,27.3125,0,1017.3375,3.375,Light
1987-07-24,Jacksonville,27.571428571428566,0,1017.9857142857144,4.428571428571429,Light
1987-07-25,Jacksonville,26.0625,0,1019.1375,3.5,Light
1987-07-26,Jacksonville,27.174999999999997,0,1017.8874999999999,2.25,Light
1987-07-27,Jacksonville,27.312499999999996,10,1016.0874999999999,4.875,Light
1987-07-28,Jacksonville,29.375000000000004,0,1014.3375,7.375,Light
1987-07-29,Jacksonville,28.58571428571429,6,1013.1714285714287,5.571428571428571,Light
1987-07-30,Jacksonville,25.724999999999998,5,1015.7,4.25,Light
1987-07-31,Jacksonville,26.699999999999996,0.3,1017.0714285714286,0.42857142857142855,Light
1987-08-01,Jacksonville,25.662499999999998,33,1015.1750000000001,2.375,Light
1987-08-02,Jacksonville,27.699999999999996,1,1013.1999999999999,3.25,Light
1987-08-03,Jacksonville,28.262500000000003,0,1013.5375,3.625,Light
1987-08-04,Jacksonville,28.67142857142857,0,1013.7857142857141,6,Light
1987-08-05,Jacksonville,29.5375,1,1013.1875,6.5,Light
1987-08-06,Jacksonville,29.95,0,1014.6125,4.125,Light
1987-08-07,Jacksonville,30.237500000000004,0,1016.8500000000001,4,Light
1987-08-08,Jacksonville,30.8625,0,1016.9750000000001,5.75,Light
1987-08-09,Jacksonville,30.312499999999996,0,1015.475,3.875,Light
1987-08-10,Jacksonville,29.4,12,1013.3874999999999,5.25,Light
1987-08-11,Jacksonville,28.4125,0,1011.3875,4.375,Light
1987-08-12,Jacksonville,26.9,0,1011.6,4.25,Light
1987-08-13,Jacksonville,25.075,39,1012.6999999999999,4.5,Light
1987-08-14,Jacksonville,26.0125,3.8,1014.0875,5.125,Light
1987-08-15,Jacksonville,25.087500000000002,2,1015.9124999999999,3.875,Light
1987-08-16,Jacksonville,26.55,0,1016.5,4.25,Light
1987-08-17,Jacksonville,28.5,0,1017.3375,5.125,Light
1987-08-18,Jacksonville,25.6625,0,1017.0500000000001,4,Light
1987-08-19,Jacksonville,29.825,0,1016.4499999999999,3.625,Light
1987-08-20,Jacksonville,28.9125,0,1017.1875000000001,3.75,Light
1987-08-21,Jacksonville,25.987499999999997,9,1021.0375,5.5,Light
1987-08-22,Jacksonville,26.7625,0,1022.0874999999999,4.5,Light
1987-08-23,Jacksonville,26.475,0,1020.1625,3.5,Light
1987-08-24,Jacksonville,29.049999999999997,0,1019.2125,4.75,Light
1987-08-25,Jacksonville,27.45,41,1021.0124999999999,2,Light
1987-08-26,Jacksonville,27.450000000000003,0,1022.2125,2.875,Light
1987-08-27,Jacksonville,27.662499999999994,2,1021.8874999999999,3.25,Light
1987-08-28,Jacksonville,28.84285714285715,0,1020.4571428571428,3.142857142857143,Light
1987-08-29,Jacksonville,29.4,0,1019.3375000000001,4.375,Light
1987-08-30,Jacksonville,28.224999999999998,0,1018.575,3.25,Light
1987-08-31,Jacksonville,27.375,1,1017.95,2.125,Light
1987-09-01,Jacksonville,26.612500000000004,0.5,1016.5124999999999,3.625,Light
1987-09-02,Jacksonville,23.9875,33,1016.3875,3.125,Light
1987-09-03,Jacksonville,24.737499999999997,26.3,1015.7125,4.5,Light
1987-09-04,Jacksonville,24.525,27.5,1014.8500000000001,6.25,Light
1987-09-05,Jacksonville,26.133333333333336,11,1015.1166666666667,5.166666666666667,Light
1987-09-06,Jacksonville,26.7375,24,1013.8,4.375,Light
1987-09-07,Jacksonville,25.85,10,1012.4875,4.875,Light
1987-09-08,Jacksonville,27.85,0,1012.525,5,Light
1987-09-09,Jacksonville,27.650000000000002,0,1014.475,4.5,Light
1987-09-10,Jacksonville,27.9375,0,1015.9625,3.125,Light
1987-09-11,Jacksonville,27.662499999999998,0,1017.2624999999998,3,Light
1987-09-12,Jacksonville,24.725,23,1017.1750000000001,2.25,Light
1987-09-13,Jacksonville,26.2,0,1015.8375,4.375,Light
1987-09-14,Jacksonville,26.67142857142857,0,1016.3571428571429,3.2857142857142856,Light
1987-09-15,Jacksonville,26.6125,0,1016.7874999999999,2.625,Light
1987-09-16,Jacksonville,26.4125,0,1016.157142857143,3,Light
1987-09-17,Jacksonville,27.450000000000003,0,1015.7125,2.5,Light
1987-09-18,Jacksonville,28,0,1013.925,4.875,Light
1987-09-19,Jacksonville,27.599999999999998,0,1012.1999999999999,4.875,Light
1987-09-20,Jacksonville,27.45,0,1012.05,4.625,Light
1987-09-21,Jacksonville,25.3,0,1014.8124999999999,2.375,Light
1987-09-22,Jacksonville,23.337500000000002,0,1017.1500000000001,1.125,Light
1987-09-23,Jacksonville,24.1875,0,1016.1249999999999,3.25,Light
1987-09-24,Jacksonville,22.025000000000002,0,1015.3125,1.875,Light
1987-09-25,Jacksonville,21.625,0,1015.0374999999999,2,Light
1987-09-26,Jacksonville,21.825000000000003,0,1017.775,3.125,Light
1987-09-27,Jacksonville,22.250000000000004,0,1020.1375,3,Light
1987-09-28,Jacksonville,24.249999999999996,5,1020.825,5.25,Light
1987-09-29,Jacksonville,24.875000000000004,2,1017.7249999999999,4.375,Light
1987-09-30,Jacksonville,24.25,1.5,1009.9,3.625,Light
1987-10-01,Jacksonville,22.25,2,1010.1999999999999,7.875,Light
1987-10-02,Jacksonville,18.974999999999998,0,1016.3374999999999,2.5,Light
1987-10-03,Jacksonville,19.9625,0,1016.5250000000001,5.75,Light
1987-10-04,Jacksonville,15.5,0,1021.1249999999999,8.375,Light
1987-10-05,Jacksonville,15.787500000000001,0,1005.7875,3.625,Light
1987-10-06,Jacksonville,18.442857142857143,0,1014.0285714285714,3,Light
1987-10-07,Jacksonville,19.942857142857147,0,1012.6142857142858,7.428571428571429,Light
1987-10-08,Jacksonville,14.2625,0,1018.975,4.375,Light
1987-10-09,Jacksonville,15.575000000000001,0,1024.45,6.125,Light
1987-10-10,Jacksonville,22.025,0,1024.0375,10.375,Light
1987-10-11,Jacksonville,22.024999999999995,0,1018.6125000000001,10,Light
1987-10-12,Jacksonville,20.724999999999998,0,1011.5625,8.125,Light
1987-10-13,Jacksonville,16.825,0,1013.2,12.25,Moderate
1987-10-14,Jacksonville,14.049999999999999,0,1020.075,10.25,Light
1987-10-15,Jacksonville,15.025000000000002,0,1021.075,9.125,Light
1987-10-16,Jacksonville,15.514285714285716,0,1020.1285714285716,4.142857142857143,Light
1987-10-17,Jacksonville,19.9375,0,1017.7750000000002,8.125,Light
1987-10-18,Jacksonville,19.75,0,1017.0375000000001,5,Light
1987-10-19,Jacksonville,19.116666666666664,0,1016.3666666666668,4.666666666666667,Light
1987-10-20,Jacksonville,22.65,0,1017.0124999999999,3.625,Light
1987-10-21,Jacksonville,21.142857142857142,0,1017.8714285714287,5.285714285714286,Light
1987-10-22,Jacksonville,13.2125,0,1023.8625,10.5,Light
1987-10-23,Jacksonville,13.425,0,1026.1499999999999,6.125,Light
1987-10-24,Jacksonville,18.475,0,1025.8000000000002,5.625,Light
1987-10-25,Jacksonville,19.450000000000003,0,1022.5125,7.375,Light
1987-10-26,Jacksonville,17.485714285714284,2,1017.1714285714286,7.714285714285714,Light
1987-10-27,Jacksonville,17.25,0.8,1013.0874999999999,6.5,Light
1987-10-28,Jacksonville,17.0125,0.8,1015.925,7.25,Light
1987-10-29,Jacksonville,11.9625,0,1021.5625,5,Light
1987-10-30,Jacksonville,12.399999999999999,0,1025.2124999999999,4,Light
NA,Jacksonville,16,0,1026.6625,3.25,Light
2015-05-01,Jacksonville,18.8125,0,1011.2249999999999,6.75,Light
2015-05-02,Jacksonville,17.4875,0,1017.1750000000001,4.125,Light
2015-05-03,Jacksonville,18.6875,0,1020.425,4.75,Light
2015-05-04,Jacksonville,19.575,0,1023.6624999999999,5.125,Light
2015-05-05,Jacksonville,21.062499999999996,0,1023.6625,7.625,Light
2015-05-06,Jacksonville,22.1625,0,1020.0000000000001,8.875,Light
2015-05-07,Jacksonville,21.525000000000002,0,1017.225,6.5,Light
2015-05-08,Jacksonville,22.9875,0,1016.2249999999999,8.125,Light
2015-05-09,Jacksonville,23.55,0,1016.6500000000001,3,Light
2015-05-10,Jacksonville,25.012500000000003,0,1017.8749999999999,4.125,Light
2015-05-11,Jacksonville,26.05,0,1019.4375,5,Light
2015-05-12,Jacksonville,25.7625,0,1020.7625,4.125,Light
2015-05-13,Jacksonville,25.75,0,1020.15,4.625,Light
2015-05-14,Jacksonville,24.725,0,1021.7875,6.75,Light
2015-05-15,Jacksonville,24.237499999999997,0,1023.325,10.125,Light
2015-05-16,Jacksonville,22.7125,0,1023.2625,6,Light
2015-05-17,Jacksonville,22.975,0,1023.1125000000001,5.25,Light
2015-05-18,Jacksonville,24.725,0,1022.4875000000001,6,Light
2015-05-19,Jacksonville,24.787499999999998,0,1018.25,5.625,Light
2015-05-20,Jacksonville,24.525,6,1014.8749999999999,2.25,Light
2015-05-21,Jacksonville,26.45,0,1013.3625000000001,6.75,Light
2015-05-22,Jacksonville,24.525,0,1017.0874999999999,6.25,Light
2015-05-23,Jacksonville,22.987499999999997,0,1023.975,8.25,Light
2015-05-24,Jacksonville,24.8625,0,1024.6375,9.375,Light
2015-05-25,Jacksonville,25.075,0,1023.1375,8.75,Light
2015-05-26,Jacksonville,26.375,0,1022.575,8,Light
2015-05-27,Jacksonville,25.562500000000004,0,1022.525,7,Light
2015-05-28,Jacksonville,23.687500000000004,0,1021.475,5.625,Light
2015-05-29,Jacksonville,23.275000000000002,0,1020.65,3.875,Light
2015-05-30,Jacksonville,22.85,24,1019.5500000000001,4.125,Light
2015-05-31,Jacksonville,24.650000000000002,0,1018.0749999999999,4.625,Light
2015-06-01,Jacksonville,24.7875,0,1017.7375,4.875,Light
2015-06-02,Jacksonville,23.325,36,1016.225,2.625,Light
2015-06-03,Jacksonville,22.724999999999998,6.8,1014.4125,7.625,Light
2015-06-04,Jacksonville,24.725,6,1014.6,4.5,Light
2015-06-05,Jacksonville,24.5125,0.5,1015.8249999999999,4.25,Light
2015-06-06,Jacksonville,25.075,0.5,1013.975,4,Light
2015-06-07,Jacksonville,25.375,0,1015.5500000000001,5.625,Light
2015-06-08,Jacksonville,25.6375,0,1017.7,5.5,Light
2015-06-09,Jacksonville,26.924999999999997,0,1014.8499999999999,6.125,Light
2015-06-10,Jacksonville,24.999999999999996,23,1013.8375,2.25,Light
2015-06-11,Jacksonville,25.075,0,1015.775,4.375,Light
2015-06-12,Jacksonville,26.099999999999998,0,1018.825,4.375,Light
2015-06-13,Jacksonville,26.999999999999996,0,1020.5125,3.75,Light
2015-06-14,Jacksonville,27.2125,0,1019.625,3.875,Light
2015-06-15,Jacksonville,27.225,0,1019.1375,2.625,Light
2015-06-16,Jacksonville,28.275,0,1019.0375,4.5,Light
2015-06-17,Jacksonville,31.21666666666667,0,1018.3666666666667,5.833333333333333,Light
2015-06-18,Jacksonville,28.75,0,1018.0249999999999,4.375,Light
2015-06-19,Jacksonville,27.2875,4,1017.9499999999999,6.25,Light
2015-06-20,Jacksonville,28.037499999999998,18,1017.9,5,Light
2015-06-21,Jacksonville,28.737499999999997,0,1017.9,7.125,Light
2015-06-22,Jacksonville,28.6875,6,1018.1875000000001,6,Light
2015-06-23,Jacksonville,26.9375,79.6,1019.6625,5.625,Light
2015-06-24,Jacksonville,27,6.6,1019.4625,4.375,Light
2015-06-25,Jacksonville,25.55,29,1019.325,3.75,Light
2015-06-26,Jacksonville,25.699999999999996,29.5,1017.6625,5.625,Light
2015-06-27,Jacksonville,27.8375,0,1015.5875,8.25,Light
2015-06-28,Jacksonville,26.67142857142857,2,1014.8571428571429,10.285714285714286,Light
2015-06-29,Jacksonville,24.6375,11,1016.0125,4.75,Light
2015-06-30,Jacksonville,24.862499999999997,0.8,1017.3125000000001,3.75,Light
2015-07-01,Jacksonville,25.9,0.5,1018.275,7.75,Light
2015-07-02,Jacksonville,27.9125,0,1017.7625,8,Light
2015-07-03,Jacksonville,26.1125,1.6,1017.8625,5,Light
2015-07-04,Jacksonville,26.8875,14,1018.45,5.25,Light
2015-07-05,Jacksonville,24.65,17,1020.65,2.125,Light
2015-07-06,Jacksonville,24.599999999999998,9,1020.6750000000001,3.25,Light
2015-07-07,Jacksonville,25.474999999999998,27,1020.3874999999998,2.875,Light
2015-07-08,Jacksonville,25.362499999999997,27,1021.075,3.5,Light
2015-07-09,Jacksonville,27.9125,0,1020.7375000000001,4.375,Light
2015-07-10,Jacksonville,28.3375,0,1020.2499999999999,4.5,Light
2015-07-11,Jacksonville,27.375,0,1019.2375,4.75,Light
2015-07-12,Jacksonville,27.2125,0,1016.5000000000001,3.125,Light
2015-07-13,Jacksonville,27.275,1,1013.8625000000001,4.125,Light
2015-07-14,Jacksonville,29.037499999999994,0,1012.0875,7.5,Light
2015-07-15,Jacksonville,28.0625,2,1012.3,9.125,Light
2015-07-16,Jacksonville,27.712500000000002,0,1013.5125,7,Light
2015-07-17,Jacksonville,27.362499999999997,0,1014.4750000000001,5.25,Light
2015-07-18,Jacksonville,27.224999999999998,0,1015.625,4.25,Light
2015-07-19,Jacksonville,27.137500000000003,0,1015.5625000000001,4.625,Light
2015-07-20,Jacksonville,26.662499999999998,0,1014.275,5.875,Light
2015-07-21,Jacksonville,27.275000000000002,9,1012.8,7.125,Light
2015-07-22,Jacksonville,27.074999999999996,24.6,1012.85,6.25,Light
2015-07-23,Jacksonville,27.925,15,1014.2625,6.125,Light
2015-07-24,Jacksonville,26.675,19,1014.1,4.875,Light
2015-07-25,Jacksonville,26.0375,0,1012.5749999999999,7.75,Light
2015-07-26,Jacksonville,26.1125,6,1012.5875,8.125,Light
2015-07-27,Jacksonville,27.075,0,1012.975,2.5,Light
2015-07-28,Jacksonville,27.3,0,1013.675,4.25,Light
2015-07-29,Jacksonville,27.625,0,1013.95,4.5,Light
2015-07-30,Jacksonville,26.924999999999997,0,1014.1250000000001,3.375,Light
2015-07-31,Jacksonville,28.050000000000004,0,1013.5875,4.125,Light
2015-08-01,Jacksonville,26.175000000000004,4,1013.1249999999999,7,Light
2015-08-02,Jacksonville,25.887499999999996,2.8,1012.2,6.375,Light
2015-08-03,Jacksonville,26.037499999999998,3,1011.1624999999999,7.375,Light
2015-08-04,Jacksonville,26.3125,31,1014.3125,5,Light
2015-08-05,Jacksonville,25.624999999999996,19,1017.8999999999999,5,Light
2015-08-06,Jacksonville,26.599999999999998,0,1016.6375,4,Light
2015-08-07,Jacksonville,26.812499999999996,2,1012.825,7.75,Light
2015-08-08,Jacksonville,26.112499999999997,2,1010.775,6.375,Light
2015-08-09,Jacksonville,27.65,0,1013.85,5.125,Light
2015-08-10,Jacksonville,26.237499999999997,0,1014.9749999999999,3.625,Light
2015-08-11,Jacksonville,26.187500000000004,0,1014.7,3.625,Light
2015-08-12,Jacksonville,27.087500000000002,12.3,1014.2249999999999,7.5,Light
2015-08-13,Jacksonville,26.599999999999998,12,1014.1625,4.75,Light
2015-08-14,Jacksonville,26.799999999999997,0,1017.1125,5.125,Light
2015-08-15,Jacksonville,25.9,0,1017.9499999999999,4.625,Light
2015-08-16,Jacksonville,26.250000000000004,8,1019.0875000000001,4.625,Light
2015-08-17,Jacksonville,26.3875,3,1019.2750000000001,2.5,Light
2015-08-18,Jacksonville,26.449999999999996,8,1017.3874999999999,3.5,Light
2015-08-19,Jacksonville,25.7,34,1016.1375,4.375,Light
2015-08-20,Jacksonville,26.9375,4,1015.775,1.375,Light
2015-08-21,Jacksonville,27.075,7.6,1016.025,4,Light
2015-08-22,Jacksonville,28.4625,0.8,1015.675,5.5,Light
2015-08-23,Jacksonville,26.937499999999996,4,1014.9625,3.75,Light
2015-08-24,Jacksonville,25.4125,41.599999999999994,1014.025,2.625,Light
2015-08-25,Jacksonville,28.462500000000002,0,1012.3249999999999,3.5,Light
2015-08-26,Jacksonville,27.012500000000003,46,1012.525,4.5,Light
2015-08-27,Jacksonville,25.412499999999998,5,1013.4375,3.875,Light
2015-08-28,Jacksonville,25.962500000000002,0.8,1016.2125,3.625,Light
2015-08-29,Jacksonville,24.912500000000005,3,1018.6999999999999,5.375,Light
2015-08-30,Jacksonville,25.5625,31.6,1017.3249999999999,3.125,Light
2015-08-31,Jacksonville,25.549999999999997,9,1016.6875,3.125,Light
2015-09-01,Jacksonville,26.8125,10,1017.7624999999999,2,Light
2015-09-02,Jacksonville,26.525000000000002,21,1017.5375,3.5,Light
2015-09-03,Jacksonville,26.374999999999996,71,1014.4875000000001,4.625,Light
2015-09-04,Jacksonville,28.137499999999996,0,1013.6875,1.5,Light
2015-09-05,Jacksonville,25.4,16,1015.6999999999999,3.125,Light
2015-09-06,Jacksonville,24.987499999999997,6,1016.3875000000002,4.5,Light
2015-09-07,Jacksonville,25.5,0,1015.157142857143,4.125,Light
2015-09-08,Jacksonville,24.7,7.3,1015,4.285714285714286,Light
2015-09-09,Jacksonville,26.4625,5,1015.5124999999999,3,Light
2015-09-10,Jacksonville,26.6125,0,1014.2875000000001,4.375,Light
2015-09-11,Jacksonville,27.762500000000003,0,1013.075,6.875,Light
2015-09-12,Jacksonville,24.575,15,1012.3375000000001,3.625,Light
2015-09-13,Jacksonville,23.6125,11,1012.8875000000002,5,Light
2015-09-14,Jacksonville,21.387500000000003,0,1019.0624999999999,5.375,Light
2015-09-15,Jacksonville,23.250000000000004,11,1022.2499999999999,6.25,Light
2015-09-16,Jacksonville,23.125,53,1022.325,4.875,Light
2015-09-17,Jacksonville,22.825000000000003,18,1017.7374999999998,5.25,Light
2015-09-18,Jacksonville,23.4,40.599999999999994,1010.7125000000001,9.375,Light
2015-09-19,Jacksonville,24.775000000000002,0.5,1010.2750000000001,7.25,Light
2015-09-20,Jacksonville,25.349999999999998,0,1012.625,2.125,Light
2015-09-21,Jacksonville,24.875000000000004,0,1013.8125,1.5,Light
2015-09-22,Jacksonville,24.725,0,1014.55,5.5,Light
2015-09-23,Jacksonville,22.775000000000002,0,1015.3999999999999,8.25,Light
2015-09-24,Jacksonville,22.575000000000003,18,1014.325,8.625,Light
2015-09-25,Jacksonville,21.6625,0,1014.425,5.125,Light
2015-09-26,Jacksonville,24.525000000000002,0.6,1014.4375,5.375,Light
2015-09-27,Jacksonville,24.7125,0.3,1015.0374999999999,7.625,Light
2015-09-28,Jacksonville,25.35,0.8,1013.4125,6.25,Light
2015-09-29,Jacksonville,25.775000000000002,10.8,1010.2624999999999,4,Light
2015-09-30,Jacksonville,25.400000000000002,0.3,1008.0125,2.125,Light
2015-10-01,Jacksonville,25.6875,2,1006.2625,4.625,Light
2015-10-02,Jacksonville,22.7875,0,1003.775,7.875,Light
2015-10-03,Jacksonville,20.419999999999998,0,1001.68,8.8,Light
2015-10-04,Jacksonville,19.025,0,1004.1,6.875,Light
2015-10-05,Jacksonville,19.8625,0,1007.025,5.5,Light
2015-10-06,Jacksonville,19.662499999999998,0,1013.1374999999999,6.5,Light
2015-10-07,Jacksonville,20.75,0,1015.7875,4.5,Light
2015-10-08,Jacksonville,21.262500000000003,0,1017.45,5,Light
2015-10-09,Jacksonville,23.962500000000002,0,1018.1374999999999,4.5,Light
2015-10-10,Jacksonville,23.412499999999998,1.1,1014.7625,3.875,Light
2015-10-11,Jacksonville,20.7625,0.5,1012.4875,4.375,Light
2015-10-12,Jacksonville,20.075,0,1012.6625,4.875,Light
2015-10-13,Jacksonville,20.6125,0,1012.1750000000001,3.875,Light
2015-10-14,Jacksonville,23.9,0,1013.2250000000001,6,Light
2015-10-15,Jacksonville,19.1,0,1017.7125,2.75,Light
2015-10-16,Jacksonville,19.925,0,1019.8625000000001,0.875,Light
2015-10-17,Jacksonville,19.525000000000002,0,1018.8,5.625,Light
2015-10-18,Jacksonville,17.4375,0,1022.3000000000002,10.5,Light
2015-10-19,Jacksonville,15.150000000000002,0,1026.7,9.625,Light
2015-10-20,Jacksonville,18.05,0,1025.7125,12.25,Moderate
2015-10-21,Jacksonville,20.8875,0,1023.9624999999999,10,Light
2015-10-22,Jacksonville,22.0875,1.6,1022.9625,8.125,Light
2015-10-23,Jacksonville,22.1625,0,1020.7375000000001,6.25,Light
2015-10-24,Jacksonville,21.8,0,1019.8625000000001,6.25,Light
2015-10-25,Jacksonville,22.96666666666667,0,1018.8666666666667,6.5,Light
2015-10-26,Jacksonville,23,0,1018.0749999999999,7.625,Light
2015-10-27,Jacksonville,22.562500000000004,0.6,1016.6625000000001,6.25,Light
2015-10-28,Jacksonville,24.087500000000002,1.6,1012.25,6,Light
2015-10-29,Jacksonville,22.15,0,1012.475,6,Light
2015-10-30,Jacksonville,20.349999999999998,0,1014.7625,3.5,Light
2015-10-31,Jacksonville,18.9625,0,1017.5999999999999,3.125,Light
1987-05-01,Perth,14.920000000000002,7.4,1020.0600000000001,8.8,Light
1987-05-02,Perth,13.700000000000001,0.4,1025.8833333333332,2.8333333333333335,Light
1987-05-03,Perth,15.283333333333333,0,1024.1166666666666,2.8333333333333335,Light
1987-05-04,Perth,16.883333333333333,0,1024.1999999999998,3.1666666666666665,Light
1987-05-05,Perth,18.383333333333336,0,1025.3333333333333,3.5,Light
1987-05-06,Perth,21.566666666666666,0,1020.4500000000002,7,Light
1987-05-07,Perth,20.416666666666668,0,1016.5666666666666,5.166666666666667,Light
1987-05-08,Perth,16.599999999999998,10,1010.6,5.5,Light
1987-05-09,Perth,14.600000000000001,44,1009.0333333333333,6.5,Light
1987-05-10,Perth,10.000000000000002,18.4,1015.9500000000002,3.5,Light
1987-05-11,Perth,11.466666666666667,4,1021.5666666666667,8.5,Light
1987-05-12,Perth,12.299999999999999,0,1024.1999999999998,5.666666666666667,Light
1987-05-13,Perth,12.9,0,1025.375,1,Light
1987-05-14,Perth,13.116666666666665,2,1025.8,3.3333333333333335,Light
1987-05-15,Perth,13.833333333333334,0,1028.033333333333,4.166666666666667,Light
1987-05-16,Perth,14.800000000000002,0,1026.6166666666666,5.333333333333333,Light
1987-05-17,Perth,14.450000000000001,0,1023.0166666666665,2.8333333333333335,Light
1987-05-18,Perth,13.516666666666666,0,1023.2166666666668,1.5,Light
1987-05-19,Perth,14.516666666666666,0,1025.2,1.5,Light
1987-05-20,Perth,13.766666666666667,0,1026.4333333333334,0.6666666666666666,Light
1987-05-21,Perth,14.749999999999998,0,1025.7333333333333,2.6666666666666665,Light
1987-05-22,Perth,16.499999999999996,0,1026.3333333333333,0.16666666666666666,Light
1987-05-23,Perth,16.249999999999996,0,1026.9833333333333,1.5,Light
1987-05-24,Perth,16,0,1028.4833333333333,2.3333333333333335,Light
1987-05-25,Perth,15.983333333333333,0,1028.7666666666667,4.333333333333333,Light
1987-05-26,Perth,14.716666666666667,0,1030.4833333333333,3.8333333333333335,Light
1987-05-27,Perth,14.35,0,1027.8999999999999,7.333333333333333,Light
1987-05-28,Perth,13.966666666666669,0,1026.1333333333332,3.1666666666666665,Light
1987-05-29,Perth,14.816666666666668,0,1027.8,7.166666666666667,Light
1987-05-30,Perth,15.449999999999998,0,1026.6666666666667,3.8333333333333335,Light
1987-05-31,Perth,15.100000000000003,0,1022.6833333333334,5,Light
1987-06-01,Perth,15.940000000000001,0,1021.7,12.6,Moderate
1987-06-02,Perth,17,0,1021.2000000000002,10.166666666666666,Light
1987-06-03,Perth,14.9,0.2,1018.4833333333332,7.5,Light
1987-06-04,Perth,15.466666666666667,6,1013.6999999999999,4.333333333333333,Light
1987-06-05,Perth,19.266666666666666,0,1011.7166666666667,5.666666666666667,Light
1987-06-06,Perth,17.8,13,1004.5799999999999,11.4,Moderate
1987-06-07,Perth,14.780000000000001,19.4,1010.1200000000001,3.2,Light
1987-06-08,Perth,15.5,2,1012.5600000000001,9,Light
1987-06-09,Perth,16.866666666666667,10,1015.6,7.666666666666667,Light
1987-06-10,Perth,14.216666666666669,3,1024.05,1.3333333333333333,Light
1987-06-11,Perth,13.799999999999999,0,1025.95,1.5,Light
1987-06-12,Perth,14.1,0,1024.6600000000003,5.8,Light
1987-06-13,Perth,16.56666666666667,0,1020.6666666666669,7.666666666666667,Light
1987-06-14,Perth,18.400000000000002,0,1019.4333333333333,5.833333333333333,Light
1987-06-15,Perth,15.033333333333331,19,1019.6666666666666,5.333333333333333,Light
1987-06-16,Perth,18.28333333333333,9,1012.6500000000001,7.333333333333333,Light
1987-06-17,Perth,14.450000000000001,11,1007.6333333333333,11,Moderate
1987-06-18,Perth,12.566666666666668,20,1004.6166666666668,12.833333333333334,Moderate
1987-06-19,Perth,14.175,60,1008.4250000000001,8.75,Light
1987-06-20,Perth,11.116666666666667,22,1018.0666666666666,9,Light
1987-06-21,Perth,15.649999999999999,12,1020.8833333333333,9.5,Light
1987-06-22,Perth,14.66666666666667,9,1020.8833333333333,7.166666666666667,Light
1987-06-23,Perth,13.85,2,1022.2833333333333,2.6666666666666665,Light
1987-06-24,Perth,16.183333333333334,1.2,1021.9333333333334,4,Light
1987-06-25,Perth,14.633333333333333,4,1021.0833333333334,3.1666666666666665,Light
1987-06-26,Perth,15.299999999999999,3,1020.4166666666666,1.8333333333333333,Light
1987-06-27,Perth,14.733333333333334,4,1020.7166666666666,4.666666666666667,Light
1987-06-28,Perth,14.483333333333333,0.6000000000000001,1020.0666666666666,4,Light
