date,station,temperature,rainfall,sunshine,windspeed,wind_beaufort,gust,humidity,cloud,visibility,pressure,wind_direction,wind_cardinal,gust_direction,gust_cardinal
1987-07-05,Heathrow,20.45,0,15.1,6,Light,20,80,1,2200,1023.3874999999998,90,E,90,E
1987-07-06,Heathrow,21.8,0,6.2,3,Light,10,80,5,800,1017.9708333333333,350,N,180,S
1987-07-07,Heathrow,20.75,0,8.4,6,Light,17,82,6,1900,1018.2249999999998,340,NNW,330,NNW
1987-07-08,Heathrow,17.9,0,13.3,5,Light,14,81,3,2000,1021.0083333333331,320,NW,330,NNW
1987-07-09,Heathrow,17.65,0,10.1,5,Light,17,69,5,3700,1022.8375,330,NNW,340,NNW
1987-07-10,Heathrow,21.25,0,3.9,7,Light,23,77,5,3700,1021.1249999999999,210,SSW,200,SSW
1987-07-11,Heathrow,20.6,0,7,8,Light,28,80,6,3400,1014.7458333333334,270,W,260,W
1987-07-12,Heathrow,17.15,0,9.6,4,Light,15,94,4,3500,1017.5124999999998,260,W,240,WSW
1987-07-13,Heathrow,19.5,0,7.8,5,Light,17,90,4,2200,1019.3166666666667,180,S,180,S
1987-07-14,Heathrow,20.4,6.3,0.6,8,Light,23,77,7,1100,1014.525,90,E,100,E
1987-07-15,Heathrow,19.65,6.5,2.7,8,Light,25,96,7,1900,1008.5999999999999,210,SSW,180,S
1987-07-16,Heathrow,16.4,5.1,1.9,3,Light,20,99,7,2400,1004.3041666666667,170,S,160,SSE
1987-07-17,Heathrow,14.55,4.7,0,3,Light,10,98,8,1200,997.3166666666666,320,NW,230,SW
1987-07-18,Heathrow,15.1,15.9,0,4,Light,17,95,8,1400,1000.0124999999999,180,S,180,S
1987-07-19,Heathrow,15.3,12.7,0.6,8,Light,24,99,8,1100,1000.2041666666665,120,ESE,130,SE
1987-07-20,Heathrow,17.1,0.7,2.6,9,Light,31,99,7,1200,1009.6458333333334,10,N,360,N
1987-07-21,Heathrow,14.4,3.2,0,7,Light,19,96,8,900,1016.1749999999997,320,NW,320,NW
1987-07-22,Heathrow,15.6,0.1,0,8,Light,20,95,8,800,1018.5625,10,N,360,N
1987-07-23,Heathrow,14.2,0.3,0,5,Light,15,94,8,800,1021.1750000000001,360,N,360,N
1987-07-24,Heathrow,15.4,0.3,0.1,4,Light,13,98,7,700,1020.5833333333335,320,NW,280,W
1987-07-25,Heathrow,14.2,NA,5.5,5,Light,16,87,5,2900,1020.5833333333334,360,N,350,N
1987-07-26,Heathrow,14.5,1.4,10.2,7,Light,21,95,5,3100,1020.5958333333334,270,W,210,SSW
1987-07-27,Heathrow,17.35,0.4,8.9,9,Light,28,95,6,2900,1014.625,320,NW,320,NW
1987-07-28,Heathrow,17.35,9.2,4.5,4,Light,16,88,6,2500,1016.9625,270,W,250,WSW
1987-07-29,Heathrow,18.7,8.8,2.2,6,Light,25,96,7,1500,1011.0124999999998,220,SW,270,W
1987-07-30,Heathrow,16.55,1.7,0.2,5,Light,13,97,7,800,1017.0791666666665,320,NW,320,NW
1987-07-31,Heathrow,19.75,NA,6.7,7,Light,26,99,6,1900,1016.025,270,W,250,WSW
1987-08-01,Heathrow,17.45,4.5,7.4,7,Light,22,87,7,3600,1015.875,280,W,250,WSW
1987-08-02,Heathrow,17.4,0.4,2.1,5,Light,19,99,7,2400,1011.9250000000001,270,W,250,WSW
1987-08-03,Heathrow,16.85,0.6,6.4,4,Light,20,97,6,3300,1012.7166666666664,320,NW,300,WNW
1987-08-04,Heathrow,14.35,NA,9.4,4,Light,17,84,3,3000,1020.1333333333332,320,NW,340,NNW
1987-08-05,Heathrow,14.15,NA,7.7,3,Light,14,92,5,2500,1022.8916666666669,20,NNE,350,N
1987-08-06,Heathrow,14.45,0,10.6,3,Light,14,93,3,1500,1016.0833333333331,290,WNW,320,NW
1987-08-07,Heathrow,14.45,0,7.7,6,Light,23,91,5,2700,1011.0958333333332,270,W,240,WSW
1987-08-08,Heathrow,14.35,0,0.2,5,Light,16,82,7,2900,1013.8083333333334,250,WSW,210,SSW
1987-08-09,Heathrow,16.4,0.9,1.5,3,Light,13,91,7,2200,1015.2291666666669,260,W,330,NNW
1987-08-10,Heathrow,15.3,0,8.2,3,Light,14,100,4,1000,1019.5666666666667,210,SSW,190,S
1987-08-11,Heathrow,14.6,1.6,4.4,4,Light,19,96,6,1700,1018.6708333333335,180,S,180,S
1987-08-12,Heathrow,16.8,NA,1.6,5,Light,17,91,7,1600,1016.8125,210,SSW,200,SSW
1987-08-13,Heathrow,19.2,NA,0.6,6,Light,20,97,7,1600,1013.0874999999997,210,SSW,270,W
1987-08-14,Heathrow,18,0,8.3,5,Light,20,97,6,2100,1014.9208333333332,270,W,230,SW
1987-08-15,Heathrow,19.45,0,13.1,5,Light,21,94,3,3500,1019.9541666666664,270,W,200,SSW
1987-08-16,Heathrow,20.9,0.1,12.7,4,Light,17,78,1,3600,1017.8708333333334,200,SSW,210,SSW
1987-08-17,Heathrow,20.2,1,0.4,2,Light,8,92,7,900,1013.5416666666666,200,SSW,200,SSW
1987-08-18,Heathrow,19.8,0,3.1,5,Light,18,100,6,1500,1014.9708333333333,250,WSW,250,WSW
1987-08-19,Heathrow,18.95,0,6.6,5,Light,23,92,5,2800,1020.4916666666668,210,SSW,180,S
1987-08-20,Heathrow,22,0,12.7,7,Light,25,91,3,2700,1017.6875,180,S,200,SSW
1987-08-21,Heathrow,23.5,5.3,7.7,4,Light,19,90,5,1600,1012.9041666666668,210,SSW,140,SE
1987-08-22,Heathrow,21,24.7,3.4,6,Light,22,98,6,1200,1007.6500000000001,210,SSW,120,ESE
1987-08-23,Heathrow,17.3,NA,9.4,5,Light,24,95,3,1800,1007.8833333333333,210,SSW,160,SSE
1987-08-24,Heathrow,16.2,7.1,2.2,6,Light,22,97,6,900,1010.8249999999999,350,N,10,N
1987-08-25,Heathrow,13.15,8.8,0,7,Light,19,94,7,1200,1007.1250000000001,300,WNW,290,WNW
1987-08-26,Heathrow,14,2.1,2.4,5,Light,19,95,7,1700,1005.3041666666667,310,NW,300,WNW
1987-08-27,Heathrow,13.75,0.1,1.2,6,Light,21,95,6,1500,1017.691666666667,320,NW,340,NNW
1987-08-28,Heathrow,16.8,0,8.2,5,Light,15,93,4,1600,1024.4750000000001,250,WSW,250,WSW
1987-08-29,Heathrow,17.55,NA,1.4,3,Light,8,97,6,1300,1024.8708333333332,350,N,250,WSW
1987-08-30,Heathrow,16.95,0,4.9,3,Light,16,100,4,500,1022.8291666666669,320,NW,90,E
1987-08-31,Heathrow,16.4,0,6.8,7,Light,20,96,3,1800,1019.7708333333331,80,E,60,ENE
1987-09-01,Heathrow,18.1,5.7,3.7,2,Light,8,96,4,400,1014.1833333333333,360,N,160,SSE
1987-09-02,Heathrow,18.7,NA,0,3,Light,14,95,8,300,1016.8208333333336,20,NNE,180,S
1987-09-03,Heathrow,18.85,1.2,1.9,6,Light,19,96,5,1100,1013.9250000000001,180,S,200,SSW
1987-09-04,Heathrow,15.75,1.8,8.4,5,Light,20,96,3,3000,1016.8666666666667,210,SSW,270,W
1987-09-05,Heathrow,16.25,2,4.8,7,Light,25,92,5,2700,1009.9833333333331,250,WSW,210,SSW
1987-09-06,Heathrow,14.75,1,0.5,9,Light,29,95,6,2700,1013.7249999999999,220,SW,200,SSW
1987-09-07,Heathrow,15.4,0.2,5.5,4,Light,20,93,5,3700,1017.2458333333334,260,W,190,S
1987-09-08,Heathrow,14.35,0,9,3,Light,18,99,4,2100,1020.4749999999999,0,N,190,S
1987-09-09,Heathrow,15.95,1.5,6.3,6,Light,20,92,7,2100,1017.6583333333334,210,SSW,210,SSW
1987-09-10,Heathrow,17.05,0,8.3,8,Light,24,92,7,3300,1013.9541666666664,240,WSW,240,WSW
1987-09-11,Heathrow,16.05,0.5,4.2,8,Light,28,95,7,2600,1013.4041666666667,210,SSW,200,SSW
1987-09-12,Heathrow,18.85,6.5,1,11,Moderate,32,93,7,2200,1006.8833333333329,220,SW,230,SW
1987-09-13,Heathrow,14.85,NA,0.5,3,Light,13,100,7,1700,1011.9,210,SSW,230,SW
1987-09-14,Heathrow,15.6,NA,9.3,7,Light,24,91,3,3600,1016.5916666666668,240,WSW,240,WSW
1987-09-15,Heathrow,14.35,NA,4,4,Light,19,93,6,2700,1023.6958333333331,210,SSW,200,SSW
1987-09-16,Heathrow,16.1,0.1,0,4,Light,15,91,8,1600,1021.7958333333332,90,E,90,E
1987-09-17,Heathrow,19.35,1.9,5.3,5,Light,21,97,7,1000,1017.7666666666665,240,WSW,220,SW
1987-09-18,Heathrow,18.1,0.6,8.7,4,Light,12,97,6,1700,1023.9458333333332,360,N,340,NNW
1987-09-19,Heathrow,14.75,5.2,0,3,Light,14,98,7,500,1018.9666666666666,110,ESE,150,SSE
1987-09-20,Heathrow,18.4,NA,6.8,5,Light,22,100,4,600,1013.0416666666669,210,SSW,190,S
1987-09-21,Heathrow,18.65,0.1,3.4,6,Light,24,93,7,500,1010.3000000000002,190,S,190,S
1987-09-22,Heathrow,16,0,8.1,6,Light,18,92,5,2900,1012.2791666666667,210,SSW,230,SW
1987-09-23,Heathrow,15.15,6.6,4.9,6,Light,22,94,5,2500,1008.6041666666669,210,SSW,190,S
1987-09-24,Heathrow,13.5,2,7.5,6,Light,19,95,3,3400,1005.9458333333332,240,WSW,250,WSW
1987-09-25,Heathrow,10.95,NA,8.1,3,Light,13,97,2,2300,1008.0208333333334,280,W,290,WNW
1987-09-26,Heathrow,9.5,NA,8.4,5,Light,23,95,2,2300,1013.7208333333336,360,N,350,N
1987-09-27,Heathrow,10.1,0,5.6,2,Light,8,91,5,2700,1024.5125,350,N,340,NNW
1987-09-28,Heathrow,11.6,0,0.8,3,Light,10,79,7,1900,1028.4750000000001,360,N,70,ENE
1987-09-29,Heathrow,10.4,NA,5.8,4,Light,14,92,5,1600,1028.9375,50,NE,80,E
1987-09-30,Heathrow,12.35,0,6.4,5,Light,17,97,5,1400,1024.3,90,E,70,ENE
1987-10-01,Heathrow,12.35,0,9.7,5,Light,18,91,2,600,1022.0208333333334,20,NNE,100,E
1987-10-02,Heathrow,14.1,0.2,4,7,Light,19,95,6,500,1021.3541666666665,80,E,90,E
1987-10-03,Heathrow,15.8,10.3,5.3,8,Light,21,91,7,700,1020.65,80,E,70,ENE
1987-10-04,Heathrow,16.35,NA,4.2,5,Light,16,98,7,1000,1012.6916666666667,90,E,200,SSW
1987-10-05,Heathrow,16.3,0.2,2.5,5,Light,18,100,7,800,1003.5208333333331,180,S,160,SSE
1987-10-06,Heathrow,13.65,5.3,3,6,Light,26,93,4,2700,997.9958333333334,220,SW,240,WSW
1987-10-07,Heathrow,11.65,13.8,0,9,Light,25,97,7,1800,992.0291666666664,180,S,190,S
1987-10-08,Heathrow,11.15,0.3,6.3,11,Moderate,37,94,4,4200,990.7041666666665,260,W,270,W
1987-10-09,Heathrow,10.35,53.1,0.2,9,Light,28,98,8,1800,999.1999999999998,190,S,180,S
1987-10-10,Heathrow,9.4,12.5,0,5,Light,17,98,8,1000,991.75,320,NW,300,WNW
1987-10-11,Heathrow,9.3,NA,7.2,5,Light,18,92,4,3600,1002.1791666666669,210,SSW,100,E
1987-10-12,Heathrow,10.5,1.8,9.1,4,Light,23,96,4,2800,1003.5500000000001,230,SW,220,SW
1987-10-13,Heathrow,11.1,1,6.4,5,Light,25,99,5,2500,999.5958333333336,200,SSW,270,W
1987-10-14,Heathrow,9,10.4,3.5,6,Light,23,96,5,2400,996.5124999999997,200,SSW,90,E
1987-10-15,Heathrow,13.1,17.3,0,8,Light,40,99,7,2100,980.8541666666666,210,SSW,180,S
1987-10-16,Heathrow,11.5,6.3,5.1,16,Moderate,66,92,5,2400,987.7291666666664,230,SW,210,SSW
1987-10-17,Heathrow,11.85,0.1,5.6,6,Light,20,92,5,2200,1012.7666666666668,170,S,210,SSW
1987-10-18,Heathrow,13.5,1.4,5.4,13,Moderate,33,84,7,2600,1013.0208333333334,160,SSE,140,SE
1987-10-19,Heathrow,14.7,1.2,1.2,7,Light,19,93,7,1900,1010.6958333333332,110,ESE,110,ESE
1987-10-20,Heathrow,12.75,35.5,0,4,Light,13,99,8,400,1007.4458333333333,110,ESE,120,ESE
1987-10-21,Heathrow,12.75,0.4,2.8,7,Light,23,99,5,2200,1006.6166666666669,190,S,160,SSE
1987-10-22,Heathrow,10.55,0,8.8,3,Light,12,92,2,2800,1017.8333333333331,190,S,200,SSW
1987-10-23,Heathrow,6.8,0,1.4,4,Light,11,98,5,700,1021.6166666666668,20,NNE,350,N
1987-10-24,Heathrow,8.5,0,8.6,2,Light,8,95,2,1100,1025.6,360,N,350,N
1987-10-25,Heathrow,7.25,NA,6.8,3,Light,NA,98,1,400,1027.158333333333,320,NW,150,SSE
1987-10-26,Heathrow,8.15,2.4,0,4,Light,13,99,7,300,1020.5791666666669,120,ESE,130,SE
1987-10-27,Heathrow,12.45,0.2,0,6,Light,20,100,8,400,1009.5083333333332,80,E,140,SE
1987-10-28,Heathrow,9.15,NA,9,3,Light,12,94,2,1900,1018.4250000000001,270,W,260,W
1987-10-29,Heathrow,6.9,0,4.5,3,Light,15,96,4,500,1019.3375,50,NE,110,ESE
1987-10-30,Heathrow,8.7,0.2,0,4,Light,14,99,8,400,1016.4083333333334,90,E,100,E
1987-10-31,Heathrow,11.2,0.9,0,2,Light,10,98,8,400,1016.1875,80,E,140,SE
NA,Heathrow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Heathrow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Heathrow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1987-05-01,Hurn,12.35,0.3,NA,NA,NA,NA,98,8,800,1017.3458333333334,230,SW,220,SW
1987-05-02,Hurn,8.25,0.1,NA,NA,NA,NA,93,3,2300,1015.8166666666667,300,WNW,290,WNW
1987-05-03,Hurn,8.15,NA,NA,NA,NA,NA,85,4,3000,1024.8666666666668,350,N,10,N
1987-05-04,Hurn,6.7,0,NA,NA,NA,NA,84,3,2500,1032.5708333333334,10,N,20,NNE
1987-05-05,Hurn,10.45,0,NA,NA,NA,NA,78,7,1600,1033.375,10,N,350,N
1987-05-06,Hurn,10.75,0,NA,NA,NA,NA,95,3,800,1032.2458333333334,360,N,30,NNE
1987-05-07,Hurn,11.1,0,NA,NA,NA,NA,95,2,1800,1030.7208333333335,50,NE,20,NNE
1987-05-08,Hurn,8.05,0,NA,NA,NA,NA,95,3,1100,1025.8333333333333,180,S,170,S
1987-05-09,Hurn,9.65,0,NA,NA,NA,NA,96,2,1000,1016.2125,340,NNW,10,N
1987-05-10,Hurn,10.25,0,NA,NA,NA,NA,86,4,2400,1015.9083333333333,360,N,320,NW
1987-05-11,Hurn,8.55,0.2,NA,NA,NA,NA,93,7,2400,1013.4875000000001,260,W,260,W
1987-05-12,Hurn,12.95,0.3,NA,NA,NA,NA,92,6,2900,1003.9374999999999,310,NW,320,NW
1987-05-13,Hurn,8.6,5,NA,NA,NA,NA,93,5,3500,1012.2333333333335,310,NW,310,NW
1987-05-14,Hurn,9.75,0.6,NA,NA,NA,NA,96,7,2300,1003.9208333333335,310,NW,300,WNW
1987-05-15,Hurn,9.75,0.9,NA,NA,NA,NA,90,5,1900,1008.9708333333334,350,N,330,NNW
1987-05-16,Hurn,7.9,NA,NA,NA,NA,NA,98,5,2200,1014.6083333333331,240,WSW,210,SSW
1987-05-17,Hurn,9.85,1.4,NA,NA,NA,NA,95,8,1800,1012.6125000000001,230,SW,230,SW
1987-05-18,Hurn,10.6,NA,1.8,11,Moderate,25,93,8,1100,1012.0083333333333,20,NNE,10,N
1987-05-19,Hurn,11.05,0,13,7,Light,16,95,4,1300,1022.3208333333332,20,NNE,20,NNE
1987-05-20,Hurn,11.55,NA,7,5,Light,16,95,5,2000,1029.7916666666665,360,N,330,NNW
1987-05-21,Hurn,9.4,0,7.1,8,Light,24,97,4,2100,1026.904166666667,350,N,330,NNW
1987-05-22,Hurn,7.65,3.7,5.9,8,Light,27,96,5,1400,1021.5875000000001,20,NNE,30,NNE
1987-05-23,Hurn,10.05,0,6.1,8,Light,19,97,4,1100,1018.8833333333336,50,NE,40,NE
1987-05-24,Hurn,10.55,0,7.4,8,Light,24,97,5,700,1015.6333333333333,50,NE,120,ESE
1987-05-25,Hurn,12.75,0,11.8,4,Light,NA,96,7,1900,1018.7500000000001,190,S,130,SE
1987-05-26,Hurn,15.7,0.4,7.2,5,Light,23,99,6,800,1014.85,110,ESE,160,SSE
1987-05-27,Hurn,16.3,0,7.1,4,Light,14,95,6,900,1014.4250000000001,50,NE,60,ENE
1987-05-28,Hurn,16.35,0,7.6,9,Light,22,98,6,1200,1019.3166666666666,300,WNW,290,WNW
1987-05-29,Hurn,14.55,0,4.2,8,Light,20,93,6,2000,1024.2583333333334,280,W,290,WNW
1987-05-30,Hurn,14.85,4.9,5.7,10,Light,25,95,7,1700,1021.7083333333335,220,SW,210,SSW
1987-05-31,Hurn,15.8,0,12.2,8,Light,22,98,6,1900,1020.5666666666667,310,NW,280,W
1987-06-01,Hurn,15.05,0.6,4.5,7,Light,19,90,7,2000,1022.5,240,WSW,230,SW
1987-06-02,Hurn,12.45,4.7,0,7,Light,22,96,8,800,1016.6083333333332,190,S,200,SSW
1987-06-03,Hurn,13.8,NA,5.6,11,Moderate,25,98,7,1500,1007.9541666666668,240,WSW,230,SW
1987-06-04,Hurn,15.5,5.3,7.8,7,Light,17,93,6,2400,1006.2791666666668,230,SW,220,SW
1987-06-05,Hurn,13.05,19,0.5,10,Light,33,98,8,800,1008.1958333333336,190,S,190,S
1987-06-06,Hurn,13.75,0,8.9,19,Fresh,46,95,6,1900,1004.933333333333,230,SW,230,SW
1987-06-07,Hurn,13.2,NA,3.8,11,Moderate,27,90,6,3000,1005.975,320,NW,230,SW
1987-06-08,Hurn,12.9,1,1.7,9,Light,19,93,7,2400,1005.5083333333333,280,W,300,WNW
1987-06-09,Hurn,11.2,NA,5.4,6,Light,19,96,6,2600,1005.1916666666665,260,W,240,WSW
1987-06-10,Hurn,9.15,1.3,9.7,4,Light,NA,96,5,2500,1007.3458333333333,190,S,180,S
1987-06-11,Hurn,12.6,0,12.5,6,Light,18,94,3,2500,1013.5833333333334,300,WNW,210,SSW
1987-06-12,Hurn,10.35,0,11.9,5,Light,NA,97,2,2600,1018.6124999999998,230,SW,170,S
1987-06-13,Hurn,9.55,0,8.6,5,Light,15,98,3,1500,1014.8583333333332,340,NNW,10,N
1987-06-14,Hurn,10.2,0,13.1,5,Light,18,95,3,2500,1012.8375,210,SSW,190,S
1987-06-15,Hurn,9.2,3.7,7.1,4,Light,25,98,4,1300,1010.9291666666668,360,N,330,NNW
1987-06-16,Hurn,10.35,5.6,8.3,6,Light,25,99,5,1400,1018.9625000000001,350,N,260,W
1987-06-17,Hurn,12.75,0.1,5.3,10,Light,27,96,6,2000,1017.3916666666665,290,WNW,300,WNW
1987-06-18,Hurn,13,7.4,3.2,9,Light,24,99,6,1300,1013.4249999999998,250,WSW,180,S
1987-06-19,Hurn,14,NA,0.4,12,Moderate,33,100,7,1200,1000.5999999999999,220,SW,330,NNW
1987-06-20,Hurn,12.55,0,7.7,6,Light,17,96,4,1300,1013.4499999999999,240,WSW,230,SW
1987-06-21,Hurn,13.55,NA,6.4,5,Light,18,97,6,2700,1018.1,310,NW,180,S
1987-06-22,Hurn,12.75,2.7,0.1,6,Light,21,97,7,1300,1020.6208333333333,240,WSW,240,WSW
1987-06-23,Hurn,17.45,NA,5.1,7,Light,18,98,7,1600,1021.6291666666666,290,WNW,270,W
1987-06-24,Hurn,17.2,0.2,10.4,7,Light,22,95,5,2400,1020.5916666666666,300,WNW,290,WNW
1987-06-25,Hurn,14.55,5.7,0.7,8,Light,22,99,7,1500,1016.7458333333333,240,WSW,200,SSW
1987-06-26,Hurn,15.85,1.6,4.6,8,Light,19,98,7,2300,1014.2666666666665,230,SW,240,WSW
1987-06-27,Hurn,17.05,1.2,1.2,7,Light,21,100,8,700,1015.9833333333332,220,SW,230,SW
1987-06-28,Hurn,18.55,NA,0.3,6,Light,17,100,8,500,1022.0291666666666,210,SSW,230,SW
1987-06-29,Hurn,20.15,0,6.2,4,Light,13,100,6,400,1021.8083333333335,170,S,300,WNW
1987-06-30,Hurn,17.75,NA,10.5,5,Light,15,94,4,3100,1022.2666666666664,270,W,250,WSW
1987-07-01,Hurn,15.35,0,12.4,6,Light,18,97,5,3300,1023.7499999999999,320,NW,220,SW
1987-07-02,Hurn,14.1,0,12.3,3,Light,NA,97,5,3000,1025.5375,340,NNW,60,ENE
1987-07-03,Hurn,14.7,0,14.3,4,Light,14,97,3,1700,1026.4999999999998,190,S,180,S
1987-07-04,Hurn,15.45,0,15,3,Light,NA,97,3,1900,1026.1208333333332,170,S,150,SSE
1987-07-05,Hurn,18.1,0,14.9,4,Light,NA,96,1,1800,1022.6833333333335,350,N,170,S
1987-07-06,Hurn,19.75,0,10.3,4,Light,16,93,4,600,1017.9708333333333,360,N,170,S
1987-07-07,Hurn,20.35,0,10.6,8,Light,18,88,5,2200,1018.6875,340,NNW,340,NNW
1987-07-08,Hurn,16.7,0,14.5,7,Light,16,84,2,3100,1021.7333333333335,10,N,20,NNE
1987-07-09,Hurn,15.1,0,10.1,5,Light,16,93,4,3400,1023.6208333333333,340,NNW,190,S
1987-07-10,Hurn,18,0,8.6,5,Light,20,88,4,2600,1022.1625,210,SSW,150,SSE
1987-07-11,Hurn,18.5,0,7.2,7,Light,21,88,5,2600,1015.85,310,NW,240,WSW
1987-07-12,Hurn,16,0,8.6,6,Light,17,97,4,3600,1018.5291666666668,250,WSW,290,WNW
1987-07-13,Hurn,16.15,0.1,13.7,4,Light,NA,96,2,2500,1019.2541666666667,180,S,190,S
1987-07-14,Hurn,16.3,2.2,0,3,Light,14,96,8,700,1013.5541666666667,110,ESE,110,ESE
1987-07-15,Hurn,17.55,1.1,2,9,Light,26,98,7,700,1009.1999999999998,220,SW,180,S
1987-07-16,Hurn,15.15,22.2,7.7,6,Light,21,99,6,1900,1004.3333333333331,180,S,180,S
1987-07-17,Hurn,16.15,1.3,2.1,4,Light,16,98,7,1700,997.6499999999997,50,NE,210,SSW
1987-07-18,Hurn,15.85,28.5,1.2,6,Light,27,95,7,1300,1000.5083333333332,250,WSW,180,S
1987-07-19,Hurn,15.3,16.4,0,7,Light,31,98,8,900,998.9708333333332,180,S,180,S
1987-07-20,Hurn,17.15,0.1,2.1,11,Moderate,29,97,7,1000,1010.4625000000001,360,N,360,N
1987-07-21,Hurn,14.6,0.8,0,9,Light,20,92,7,900,1017.6416666666668,340,NNW,320,NW
1987-07-22,Hurn,15.75,0.2,0.1,9,Light,23,94,8,900,1018.7291666666666,20,NNE,20,NNE
1987-07-23,Hurn,15.6,NA,0.2,7,Light,16,94,7,700,1021.3499999999999,30,NNE,20,NNE
1987-07-24,Hurn,15.1,NA,0.1,4,Light,12,97,7,500,1021.3208333333333,270,W,300,WNW
1987-07-25,Hurn,14.05,NA,5.1,7,Light,19,87,5,3200,1021.5208333333335,350,N,350,N
1987-07-26,Hurn,13.25,0.2,7.5,7,Light,18,95,5,3100,1022.1374999999999,320,NW,320,NW
1987-07-27,Hurn,18.55,NA,3.1,13,Moderate,29,92,7,2500,1016.7833333333332,310,NW,300,WNW
1987-07-28,Hurn,18.25,1.3,3.4,7,Light,17,96,6,2200,1018.1499999999997,300,WNW,300,WNW
1987-07-29,Hurn,17.7,0.2,3.3,9,Light,22,95,6,2300,1012.5583333333333,230,SW,300,WNW
1987-07-30,Hurn,15.5,0,5,7,Light,17,94,5,2600,1018.316666666667,350,N,340,NNW
1987-07-31,Hurn,20.5,NA,10.9,9,Light,24,92,6,1800,1017.9249999999998,310,NW,270,W
1987-08-01,Hurn,18,NA,9,10,Light,25,93,6,3300,1017.6333333333332,310,NW,320,NW
1987-08-02,Hurn,19.65,0.6,1.6,10,Light,24,90,7,2700,1013.4624999999997,260,W,260,W
1987-08-03,Hurn,17.4,0,7.6,8,Light,23,98,5,2700,1013.75,310,NW,320,NW
1987-08-04,Hurn,14.1,0.2,10.7,5,Light,18,97,3,2800,1020.7958333333332,340,NNW,320,NW
1987-08-05,Hurn,12.8,0,10.6,5,Light,14,92,3,3100,1023.2500000000001,350,N,350,N
1987-08-06,Hurn,13.9,0,6.6,4,Light,12,92,4,1800,1016.2375000000001,180,S,170,S
1987-08-07,Hurn,12.35,0,7.4,6,Light,21,94,4,3300,1012.5541666666664,240,WSW,250,WSW
1987-08-08,Hurn,11.05,0,1.3,4,Light,14,94,5,2700,1014.9833333333331,230,SW,300,WNW
1987-08-09,Hurn,14.6,NA,6.5,6,Light,18,95,5,3400,1015.9000000000001,310,NW,330,NNW
1987-08-10,Hurn,12.35,0,12,4,Light,NA,98,3,2200,1019.7833333333332,180,S,190,S
1987-08-11,Hurn,11.35,1.4,3.1,4,Light,NA,97,6,1800,1018.8541666666666,190,S,190,S
1987-08-12,Hurn,16.35,0.4,0.1,6,Light,13,99,8,1100,1016.9916666666667,200,SSW,210,SSW
1987-08-13,Hurn,18.8,NA,0.6,8,Light,17,99,7,800,1013.8666666666668,230,SW,210,SSW
1987-08-14,Hurn,17,0,12,5,Light,18,99,5,2900,1016.1416666666664,300,WNW,320,NW
1987-08-15,Hurn,16.6,0,13.7,5,Light,NA,97,2,3700,1021.0083333333336,210,SSW,200,SSW
1987-08-16,Hurn,15.9,NA,12.2,4,Light,12,93,1,2800,1018.3583333333332,200,SSW,150,SSE
1987-08-17,Hurn,20.2,NA,1.8,4,Light,11,94,6,1400,1013.6583333333332,340,NNW,330,NNW
1987-08-18,Hurn,18.9,0,3.8,7,Light,20,93,5,2700,1016.1333333333332,260,W,230,SW
1987-08-19,Hurn,16.3,0.1,1.8,5,Light,16,95,6,2000,1020.8499999999998,190,S,200,SSW
1987-08-20,Hurn,19.95,NA,10.6,5,Light,15,98,4,1500,1017.3750000000003,170,S,140,SE
1987-08-21,Hurn,20,12.2,2.8,3,Light,20,99,6,600,1013.3416666666667,230,SW,170,S
1987-08-22,Hurn,17.8,0.7,6,5,Light,19,100,5,1500,1008.0458333333332,230,SW,240,WSW
1987-08-23,Hurn,16.4,0.1,6,5,Light,16,96,5,2300,1008.6458333333331,230,SW,250,WSW
1987-08-24,Hurn,13.9,0,2.5,7,Light,20,100,6,600,1011.2499999999999,10,N,360,N
1987-08-25,Hurn,15.25,9.9,4.6,11,Moderate,27,91,5,1700,1009.6749999999998,330,NNW,320,NW
1987-08-26,Hurn,15.85,0.4,2.9,7,Light,21,98,7,1600,1006.85,320,NW,300,WNW
1987-08-27,Hurn,15.6,0,10.6,7,Light,19,92,4,2200,1018.604166666667,350,N,330,NNW
1987-08-28,Hurn,15.75,0,9.9,5,Light,18,97,3,1900,1025.7166666666665,310,NW,290,WNW
1987-08-29,Hurn,18.25,0,0.9,3,Light,12,93,7,900,1025.3791666666666,320,NW,310,NW
1987-08-30,Hurn,15.3,0,4.2,3,Light,NA,100,3,500,1022.6833333333333,320,NW,160,SSE
1987-08-31,Hurn,15.95,NA,8.2,6,Light,19,99,3,800,1018.3416666666667,120,ESE,100,E
1987-09-01,Hurn,18.5,NA,7.1,4,Light,13,96,5,500,1014.1458333333335,350,N,150,SSE
1987-09-02,Hurn,18.3,NA,0.1,4,Light,12,95,8,400,1016.8666666666668,170,S,200,SSW
1987-09-03,Hurn,18.4,0.1,2.6,8,Light,19,96,6,1200,1014.1833333333333,210,SSW,200,SSW
1987-09-04,Hurn,12.6,4.8,11.5,7,Light,23,99,3,2300,1017.3791666666665,230,SW,210,SSW
